id;name;latin;category;section;price;currency;availability;status;url;image;image_2;image_3;period;age;location;size;description
R-0313;Бивень мамонта;Mammuthus primigenius;Мамонтовая фауна;Монументы;650000;RUB;in stock;В наличии;https://relictum.gallery/objects/0313-mammoth-tusk-d.html;https://relictum.gallery/shared/img/ph_mammoth_tusk_d.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_tusk_d.jpg;https://relictum.gallery/shared/img/g_mammoth_tusk_d_260921110606.jpg;Плейстоцен;10–40 тыс лет;Якутия, Россия;54 см;Бивень мамонта — это сильно разросшийся резец, растущий всю жизнь животного и откладывающийся слоями дентина: чем крупнее бивень, тем дольше прожил зверь. Возраст находки — от десяти до сорока тысяч лет. Этот бивень крупнее прочих и толще в основании, с массивным корневым концом. Кость светлая, почти кремовая, с тёмными разводами вдоль наружной дуги — след грунта, в котором она пролежала.
R-0618;Череп базилозавра;Basilosaurus;Древние киты;Жизнь;6600000;RUB;preorder;Под заказ;https://relictum.gallery/objects/0618-basilosaurus-skull.html;https://relictum.gallery/shared/img/ph_basilosaurus.jpg;https://relictum.gallery/shared/img/int_ph_basilosaurus.jpg;;Палеогеновый период;≈ 40–34 млн лет;Марокко;;Около 40–34 миллионов лет назад тёплые моря покрывали север Африки. На вершине их пищевой цепи стоял базилозавр — кит со змеевидным телом длиной до восемнадцати метров, охотившийся на крупную рыбу и других китов. Имя рода — «королевский ящер» — родилось из ошибки: в 1834 году натуралист Ричард Харлан принял найденные кости за скелет гигантской морской рептилии. Ричард Оуэн доказал, что это млекопитающее, но по правилам зоологической номенклатуры первое имя осталось за родом навсегда. Вытянутые челюсти несли зубы двух типов: конические передние удерживали добычу, зазубренные щёчные разделывали её. Следы укусов на черепах малых китов-дорудонов показали, что базилозавр охотился и на сородичей. У базилозавра ещё сохранялись крошечные задние конечности — след сухопутных предков китов. Скелеты рода из египетской «Долины китов» Вади-аль-Хитан вошли в список Всемирного наследия ЮНЕСКО.
R-0619;Череп Halisaurus;Halisaurus;Морские рептилии;Жизнь;3500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0619-mosasaurus-skull.html;https://relictum.gallery/shared/img/ph_mosasaurus_skull_260910115704.jpg;https://relictum.gallery/shared/img/int_ph_mosasaurus_skull_260910112355.jpg;https://relictum.gallery/shared/img/g_mosasaurus_skull_260910112315.jpg;Меловой период;≈ 72–66 млн лет;Марокко;59 × 24 см, толщина 17 см;Около 70 миллионов лет назад мелководные моря покрывали большую часть нынешней Северной Африки. Их вершиной пищевой цепи были мозазавры — морские ящеры, произошедшие от наземных предков, близких к варанам, и вернувшиеся в океан. Halisaurus — небольшой мозазавр ранней ветви семейства: три–четыре метра в длину, узкие вытянутые челюсти и частый ряд конических зубов. Он охотился на рыбу и головоногих на мелководье, уступая гигантам вроде Mosasaurus в размере, но не в скорости броска. Черепа Halisaurus находят в фосфоритовых слоях Марокко — на дне бывшего моря, где остатки ящеров накапливались миллионы лет. Полные черепа этого рода редки: тонкие кости обычно не выдерживают давления породы. Мозазавры исчезли на границе мелового и палеогенового периодов — вместе с нептичьими динозаврами, всего за пару миллионов лет до расцвета первых крупных млекопитающих.
R-0620;Зуб мегалодона;Otodus megalodon;Мегалодон;Жизнь;800000;RUB;in stock;В наличии;https://relictum.gallery/objects/0620-megalodon-tooth-b.html;https://relictum.gallery/shared/img/ph_megalodon2.jpg;https://relictum.gallery/shared/img/g_megalodon_tooth_b_260921110548.jpg;https://relictum.gallery/shared/img/g_megalodon_tooth_b_260921110549.jpg;Неогеновый период;≈ 23 млн лет;Индонезия;Высота 14,5 см;"В тёплом, богатом жизнью океане миоцена, где киты только начинали осваивать холодные широты, верх пищевой цепи занимал Otodus megalodon — крупнейшая акула за всю историю океана, весившая больше тридцати тонн и способная взять любую крупную добычу. Скелет акулы хрящевой и почти не сохраняется в породе, поэтому от мегалодона до нас дошли главным образом зубы. Терял он их постоянно: на месте выпавшего за несколько недель вырастал новый. Этот экземпляр поднят дайверами с глубины у берегов Индонезии. Высота коронки — четырнадцать с половиной сантиметров; эмаль сохранилась целиком, зазубренная режущая кромка не сточена и не подправлена. Для зуба такой величины подобное сочетание встречается редко: крупные экземпляры почти всегда несут следы износа или реставрации."
R-0621;Аммонит полированный крупный;Ammonitida;Аммониты;Жизнь;1400000;RUB;in stock;В наличии;https://relictum.gallery/objects/0621-ammonite-polished-large.html;https://relictum.gallery/shared/img/ph_ammonite_large.jpg;;;Мезозой;252–66 млн лет;Россия;Диаметр около 45 см;"Аммониты населяли моря всей мезозойской эры: сотни миллионов лет их спиральные раковины были рядовым населением океанов — пока весь надотряд не исчез вместе с нептичьими динозаврами. Раковина строилась камера за камерой по логарифмической спирали. Моллюск занимал только последнюю, внешнюю камеру; пустые внутренние работали как поплавок и держали его в толще воды. Полировка раскрывает это устройство наглядно: перегородки камер, янтарно-коричневый рисунок стенок, светлые перламутровые зоны и прожилки кальцита, заполнившего пустоты за миллионы лет. Диаметр раковины — около сорока пяти сантиметров: аммониты такого размера встречаются заметно реже ладонных экземпляров."
R-0622;Метеорит Агоудал, 52,6 г;Agoudal Iron;Метеориты;Космос;250000;RUB;in stock;В наличии;https://relictum.gallery/objects/0622-agoudal-52g.html;https://relictum.gallery/shared/img/ph_met_agoudal_52g.jpg;https://relictum.gallery/shared/img/int_ph_met_agoudal_52g.jpg;https://relictum.gallery/shared/img/ph_met_agoudal_52g.jpg;До зарождения жизни;≈ 4,5 млрд лет;Атласские горы, Марокко;Рама 33,9 × 6,8 × 44 см;"Осколок весит 52,6 грамма — величина спичечного коробка. Острые грани скола показывают чистый металл, тёмная корка снаружи набрана за тысячи лет лежания в горах. Агоудал — железный метеорит, названный по марокканской деревне в Высоком Атласе. Осколки рассеяны по горным долинам на десятки километров; масса, снимок которой вставлен в раму, найдена в том же поле рассеяния. Железо метеорита сложилось в ядре разрушенной протопланеты и старше любой земной породы: этому веществу около четырёх с половиной миллиардов лет."
R-0623;Зуб спинозавра в белой раме;Spinosaurus aegyptiacus;Динозавры;Жизнь;150000;RUB;in stock;В наличии;https://relictum.gallery/objects/0623-spinosaurus-tooth-2.html;https://relictum.gallery/shared/img/ph_tooth_spinosaurus_2.jpg;https://relictum.gallery/shared/img/int_ph_tooth_spinosaurus_2.jpg;https://relictum.gallery/shared/img/ph_tooth_spinosaurus_2.jpg;Меловой период;≈ 112–93 млн лет;Марокко;Рама 34 × 4,5 × 44 см;Спинозавр — крупнейший из известных хищных динозавров: до пятнадцати метров длины и около семи тонн, крупнее тираннозавра. Единственный из гигантов, он жил у воды — на морских побережьях, в речных дельтах и болотах. Его зубы не похожи на зубы прочих теропод: не сплющены и не зазубрены, а вытянуты в прямой конус с тонкими рёбрами — такими удобно удерживать скользкую добычу. Зубы спинозавр терял постоянно и отращивал новые, поэтому в меловых отложениях Северной Африки они встречаются чаще, чем кости.
R-0624;Метеорит Агоудал, 323,5 г;Agoudal Iron;Метеориты;Космос;450000;RUB;in stock;В наличии;https://relictum.gallery/objects/0624-agoudal-323g.html;https://relictum.gallery/shared/img/ph_met_agoudal_323g.jpg;https://relictum.gallery/shared/img/int_ph_met_agoudal_323g.jpg;https://relictum.gallery/shared/img/ph_met_agoudal_323g.jpg;До зарождения жизни;≈ 4,5 млрд лет;Атласские горы, Марокко;Рама 34 × 6,6 × 44 см;"Фрагмент весит 323,5 грамма. Полости и наплывы на поверхности выел раскалённый воздух: при входе в атмосферу металл плавится неравномерно, и осколок вытягивается в изогнутый отросток. Агоудал — железный метеорит, названный по марокканской деревне в Высоком Атласе. Осколки рассеяны по горным долинам на десятки километров; масса, снимок которой вставлен в раму, найдена в том же поле рассеяния. Железо метеорита сложилось в ядре разрушенной протопланеты и старше любой земной породы: этому веществу около четырёх с половиной миллиардов лет."
R-0630;Регмаглиптовый Сеймчан;Seymchan — Pallasite, PMG;Метеориты;Космос;5500000;RUB;in stock;В наличии;https://relictum.gallery/objects/0630-seymchan-regmaglypt.html;https://relictum.gallery/shared/img/ph_seymchan_regmaglypt.jpg;https://relictum.gallery/shared/img/int_ph_seymchan_regmaglypt.jpg;https://relictum.gallery/shared/img/g_seymchan_regmaglypt_1.jpg;До зарождения жизни;≈ 4,56 млрд лет;Магаданская область, Россия;Вес 3 791 г;Сеймчан — железо-каменный метеорит класса Pallasite PMG, найденный в 1967 году в Магаданской области. Его вещество сформировалось на границе ядра и мантии протопланеты около 4,56 миллиарда лет назад — раньше Земли. Регмаглипты — округлые углубления на поверхности метеорита, оставленные оплавлением вещества при прохождении плотных слоёв атмосферы. Этот рельеф — прямой след огненного торможения массы на входе. Большинство находок Сеймчана десятилетиями пролежало в слоях мерзлоты под коркой окислов толщиной около сантиметра, скрывающей регмаглиптовый рельеф. Образец весом 3 791 г с выраженными регмаглиптами — редчайший экземпляр музейного уровня.
R-0631;Сфера из зуба мамонта;Mammuthus primigenius;Мамонтовая фауна;Жизнь;100000;RUB;in stock;В наличии;https://relictum.gallery/objects/0631-mammoth-sphere-large.html;https://relictum.gallery/shared/img/ph_mammoth_sphere_large_260910155158.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_sphere_a.jpg;https://relictum.gallery/shared/img/g_mammoth_sphere_a_1.jpg;Плейстоцен;≈ 10–40 тыс лет;;;Шар выточен из зуба шерстистого мамонта Mammuthus primigenius — крупного коренного моляра возрастом порядка 10–40 тысяч лет, поздний плейстоцен. Полосатый рисунок на поверхности — это чередующиеся пластины эмали, дентина и цемента: так устроен коренной зуб мамонта. При обточке зуба в сферу эти слои вскрываются срезом и складываются в узор на поверхности шара. Стабилизация смолой укрепляет ископаемый материал и создаёт условия для глубокой зеркальной полировки. У этого шара, крупнейшего из пары, рисунок сложен из широких тёплых бежево-коричневых полей с тонкими светлыми прожилками и синевато-серыми линиями.
R-0632;Сфера из зуба мамонта;Mammuthus primigenius;Мамонтовая фауна;Жизнь;80000;RUB;in stock;В наличии;https://relictum.gallery/objects/0632-mammoth-sphere-small.html;https://relictum.gallery/shared/img/ph_mammoth_sphere_b.jpg;https://relictum.gallery/shared/img/int_ph_mammoth_sphere_b.jpg;https://relictum.gallery/shared/img/g_mammoth_sphere_b_1.jpg;Плейстоцен;≈ 10–40 тыс лет;;;Шар выточен из зуба шерстистого мамонта Mammuthus primigenius — коренного моляра возрастом порядка 10–40 тысяч лет, поздний плейстоцен. Полосатый рисунок на поверхности — это чередующиеся пластины эмали, дентина и цемента: так устроен коренной зуб мамонта. При обточке зуба в сферу эти слои вскрываются срезом и складываются в узор на поверхности шара. Стабилизация смолой укрепляет ископаемый материал и создаёт условия для глубокой зеркальной полировки. У этого шара, меньшего из пары, рисунок сложен из частых узких вертикальных полос: тёмные и светлые слои чередуются плотно и контрастно.
R-0633;Аммонит Arietites;Arietites sp.;Аммониты;Жизнь;1800000;RUB;in stock;В наличии;https://relictum.gallery/objects/0633-arietites-45.html;https://relictum.gallery/shared/img/ph_arietites_45.jpg;https://relictum.gallery/shared/img/int_ph_arietites_45.jpg;https://relictum.gallery/shared/img/g_arietites_45_1.jpg;Юрский период;≈ 200–190 млн лет;Франция;Диаметр раковины 45 см;Arietites — род аммонитов раннего юрского периода, синемюрского века, около 200–190 миллионов лет назад. В эту пору головоногие моллюски с закрученной в спираль раковиной населяли тёплые эпиконтинентальные моря Европы. Раковина строится оборотами вокруг общего центра, каждый оборот несёт мощные радиальные рёбра. Название рода происходит от латинского aries, «баран»: изгиб рёбер напоминает бараний рог. Этот экземпляр достигает 45 сантиметров в диаметре, раковина отпрепарирована полностью: спираль читается от устья до самого центра. Тёмный, почти чёрный фон переходит в бронзово-коричневые участки на полированной поверхности, подчёркивая объём и рельеф рёбер.
R-0639;Метеорит Челябинск;Chelyabinsk LL5;Метеориты;Космос;210000;RUB;in stock;В наличии;https://relictum.gallery/objects/0639-chelyabinsk-4.html;https://relictum.gallery/shared/img/ph_chelyabinsk4.jpg;https://relictum.gallery/shared/img/int_ph_chelyabinsk4.jpg;https://relictum.gallery/shared/img/g_chelyabinsk4_1.jpg;До зарождения жизни;≈ 4,5 млрд лет;Челябинская область, Россия;Вес 42 г;Пятнадцатого февраля 2013 года над Челябинской областью прошёл самый яркий болид XXI века. Тело диаметром около двадцати метров вошло в атмосферу и разрушилось взрывом на высоте порядка двадцати трёх километров, рассыпав по снегу тысячи осколков обыкновенного хондрита LL5. Кора плавления образуется за секунды: трение об атмосферу разогревает поверхность камня до плавления, и тонкий слой стекленеет прямо на лету, застывая ещё до соприкосновения с землёй. Так на осколках Челябинского метеорита возникла тёмная матовая оболочка, отличающая их от вещества внутри. Этот экземпляр — небольшой окатанный индивидуал весом 42 грамма с целиком сохранившейся корой, без единого скола. На кольцевой стойке из чернёной стали камень представлен свободно: видна вся поверхность коры по кругу.
R-0642;Палласит Сеймчан;Seymchan Pallasite;Метеориты;Космос;2900000;RUB;in stock;В наличии;https://relictum.gallery/objects/0642-seymchan-olivine-individual.html;https://relictum.gallery/shared/img/ph_seymchan_olivine_individual_260921103332.jpg;https://relictum.gallery/shared/img/int_ph_seymchan_olivine_individual_260921103403.jpg;https://relictum.gallery/shared/img/g_seymchan_olivine_individual_260921103403.jpg;До зарождения жизни;≈ 4,56 млрд лет;Магаданская область, Россия;15 × 8 см, 1 437 г;Метеорит Сеймчан найден в 1967 году на севере Магаданской области и относится к палласитам — редкому классу, в котором железо ядра и оливин мантии сложились в одну породу. Его вещество возникло около 4,56 миллиарда лет назад на границе металлического ядра и каменной оболочки небольшой протопланеты, разрушенной столкновением. Этот экземпляр — цельный индивидуал, а не срез: кристаллы оливина выступают прямо на поверхности, от медово-жёлтых до оливково-зелёных, а между ними проступает серебристый никелистый металл. Такая поверхность возникает, когда металл выветривается быстрее камня, и кристаллы остаются на виду. Масса образца 1 437 граммов при размере 15 на 8 сантиметров. Индивидуалы Сеймчана с открытыми кристаллами встречаются реже полированных срезов: большинство находок распиливают, чтобы показать структуру на просвет, а здесь оливин виден без единого пропила.
